ID	project	sample	group	experiment	run	ftp_path	forward	forward_md5	reverse	reverse_md5
200115_SEQ031_FP100000704BR_L01_SP1912230410	CNP0001930	SSI09	South_Shetland_Islands	CNX0373448	CNR0453713	/pub/CNSA/data5/CNP0001930/CNS0410517/CNX0373448/CNR0453713/	200115_SEQ031_FP100000704BR_L01_SP1912230410_R1.fq.gz	200115_SEQ031_FP100000704BR_L01_SP1912230410_R1.fq.gz.md5	200115_SEQ031_FP100000704BR_L01_SP1912230410_R2.fq.gz	200115_SEQ031_FP100000704BR_L01_SP1912230410_R2.fq.gz.md5
200118_SEQ012_FP100000733TR_L01_SP1912230410	CNP0001930	SSI09	South_Shetland_Islands	CNX0373448	CNR0453714	/pub/CNSA/data5/CNP0001930/CNS0410517/CNX0373448/CNR0453714/	200118_SEQ012_FP100000733TR_L01_SP1912230410_R1.fq.gz	200118_SEQ012_FP100000733TR_L01_SP1912230410_R1.fq.gz.md5	200118_SEQ012_FP100000733TR_L01_SP1912230410_R2.fq.gz	200118_SEQ012_FP100000733TR_L01_SP1912230410_R2.fq.gz.md5
200120_SEQ011_FP100000782BL_L01_SP1912230473	CNP0001930	SSI09	South_Shetland_Islands	CNX0373448	CNR0453715	/pub/CNSA/data5/CNP0001930/CNS0410517/CNX0373448/CNR0453715/	200120_SEQ011_FP100000782BL_L01_SP1912230473_R1.fq.gz	200120_SEQ011_FP100000782BL_L01_SP1912230473_R1.fq.gz.md5	200120_SEQ011_FP100000782BL_L01_SP1912230473_R2.fq.gz	200120_SEQ011_FP100000782BL_L01_SP1912230473_R2.fq.gz.md5
200120_SEQ012_FP100000754TR_L01_SP1912230473	CNP0001930	SSI09	South_Shetland_Islands	CNX0373448	CNR0453716	/pub/CNSA/data5/CNP0001930/CNS0410517/CNX0373448/CNR0453716/	200120_SEQ012_FP100000754TR_L01_SP1912230473_R1.fq.gz	200120_SEQ012_FP100000754TR_L01_SP1912230473_R1.fq.gz.md5	200120_SEQ012_FP100000754TR_L01_SP1912230473_R2.fq.gz	200120_SEQ012_FP100000754TR_L01_SP1912230473_R2.fq.gz.md5
200123_SEQ091_DP8400008543BR_L01_SP1912230347	CNP0001930	SSI09	South_Shetland_Islands	CNX0373448	CNR0453717	/pub/CNSA/data5/CNP0001930/CNS0410517/CNX0373448/CNR0453717/	200123_SEQ091_DP8400008543BR_L01_SP1912230347_R1.fq.gz	200123_SEQ091_DP8400008543BR_L01_SP1912230347_R1.fq.gz.md5	200123_SEQ091_DP8400008543BR_L01_SP1912230347_R2.fq.gz	200123_SEQ091_DP8400008543BR_L01_SP1912230347_R2.fq.gz.md5
200217_SEQ111_DP8400008440BR_L01_SP1912230347	CNP0001930	SSI09	South_Shetland_Islands	CNX0373448	CNR0453718	/pub/CNSA/data5/CNP0001930/CNS0410517/CNX0373448/CNR0453718/	200217_SEQ111_DP8400008440BR_L01_SP1912230347_R1.fq.gz	200217_SEQ111_DP8400008440BR_L01_SP1912230347_R1.fq.gz.md5	200217_SEQ111_DP8400008440BR_L01_SP1912230347_R2.fq.gz	200217_SEQ111_DP8400008440BR_L01_SP1912230347_R2.fq.gz.md5
200221_SEQ112_DP8400008739BL_L01_SP1912230410	CNP0001930	SSI09	South_Shetland_Islands	CNX0373448	CNR0453719	/pub/CNSA/data5/CNP0001930/CNS0410517/CNX0373448/CNR0453719/	200221_SEQ112_DP8400008739BL_L01_SP1912230410_R1.fq.gz	200221_SEQ112_DP8400008739BL_L01_SP1912230410_R1.fq.gz.md5	200221_SEQ112_DP8400008739BL_L01_SP1912230410_R2.fq.gz	200221_SEQ112_DP8400008739BL_L01_SP1912230410_R2.fq.gz.md5
200107_SEQ091_DP800007330TR_L01_SP1912230348	CNP0001930	SSI10	South_Shetland_Islands	CNX0373449	CNR0453720	/pub/CNSA/data5/CNP0001930/CNS0410518/CNX0373449/CNR0453720/	200107_SEQ091_DP800007330TR_L01_SP1912230348_R1.fq.gz	200107_SEQ091_DP800007330TR_L01_SP1912230348_R1.fq.gz.md5	200107_SEQ091_DP800007330TR_L01_SP1912230348_R2.fq.gz	200107_SEQ091_DP800007330TR_L01_SP1912230348_R2.fq.gz.md5
200107_SEQ091_DP800007331TR_L01_SP1912230348	CNP0001930	SSI10	South_Shetland_Islands	CNX0373449	CNR0453721	/pub/CNSA/data5/CNP0001930/CNS0410518/CNX0373449/CNR0453721/	200107_SEQ091_DP800007331TR_L01_SP1912230348_R1.fq.gz	200107_SEQ091_DP800007331TR_L01_SP1912230348_R1.fq.gz.md5	200107_SEQ091_DP800007331TR_L01_SP1912230348_R2.fq.gz	200107_SEQ091_DP800007331TR_L01_SP1912230348_R2.fq.gz.md5
200115_SEQ031_FP100000704BR_L01_SP1912230411	CNP0001930	SSI10	South_Shetland_Islands	CNX0373449	CNR0453722	/pub/CNSA/data5/CNP0001930/CNS0410518/CNX0373449/CNR0453722/	200115_SEQ031_FP100000704BR_L01_SP1912230411_R1.fq.gz	200115_SEQ031_FP100000704BR_L01_SP1912230411_R1.fq.gz.md5	200115_SEQ031_FP100000704BR_L01_SP1912230411_R2.fq.gz	200115_SEQ031_FP100000704BR_L01_SP1912230411_R2.fq.gz.md5
200118_SEQ011_FP100000736TR_L01_SP1912230411	CNP0001930	SSI10	South_Shetland_Islands	CNX0373449	CNR0453723	/pub/CNSA/data5/CNP0001930/CNS0410518/CNX0373449/CNR0453723/	200118_SEQ011_FP100000736TR_L01_SP1912230411_R1.fq.gz	200118_SEQ011_FP100000736TR_L01_SP1912230411_R1.fq.gz.md5	200118_SEQ011_FP100000736TR_L01_SP1912230411_R2.fq.gz	200118_SEQ011_FP100000736TR_L01_SP1912230411_R2.fq.gz.md5
200118_SEQ011_FP100000736TR_L01_SP1912230474	CNP0001930	SSI10	South_Shetland_Islands	CNX0373449	CNR0453724	/pub/CNSA/data5/CNP0001930/CNS0410518/CNX0373449/CNR0453724/	200118_SEQ011_FP100000736TR_L01_SP1912230474_R1.fq.gz	200118_SEQ011_FP100000736TR_L01_SP1912230474_R1.fq.gz.md5	200118_SEQ011_FP100000736TR_L01_SP1912230474_R2.fq.gz	200118_SEQ011_FP100000736TR_L01_SP1912230474_R2.fq.gz.md5
200119_SEQ011_FP100000737TR_L01_SP1912230474	CNP0001930	SSI10	South_Shetland_Islands	CNX0373449	CNR0453725	/pub/CNSA/data5/CNP0001930/CNS0410518/CNX0373449/CNR0453725/	200119_SEQ011_FP100000737TR_L01_SP1912230474_R1.fq.gz	200119_SEQ011_FP100000737TR_L01_SP1912230474_R1.fq.gz.md5	200119_SEQ011_FP100000737TR_L01_SP1912230474_R2.fq.gz	200119_SEQ011_FP100000737TR_L01_SP1912230474_R2.fq.gz.md5
200210_SEQ111_DP8400008441BR_L01_SP1912230474	CNP0001930	SSI10	South_Shetland_Islands	CNX0373449	CNR0453726	/pub/CNSA/data5/CNP0001930/CNS0410518/CNX0373449/CNR0453726/	200210_SEQ111_DP8400008441BR_L01_SP1912230474_R1.fq.gz	200210_SEQ111_DP8400008441BR_L01_SP1912230474_R1.fq.gz.md5	200210_SEQ111_DP8400008441BR_L01_SP1912230474_R2.fq.gz	200210_SEQ111_DP8400008441BR_L01_SP1912230474_R2.fq.gz.md5
200213_SEQ055_DP8400008432BR_L01_SP1912230411	CNP0001930	SSI10	South_Shetland_Islands	CNX0373449	CNR0453727	/pub/CNSA/data5/CNP0001930/CNS0410518/CNX0373449/CNR0453727/	200213_SEQ055_DP8400008432BR_L01_SP1912230411_R1.fq.gz	200213_SEQ055_DP8400008432BR_L01_SP1912230411_R1.fq.gz.md5	200213_SEQ055_DP8400008432BR_L01_SP1912230411_R2.fq.gz	200213_SEQ055_DP8400008432BR_L01_SP1912230411_R2.fq.gz.md5
200107_SEQ091_DP800007331TR_L01_SP1912230349	CNP0001930	SSI11	South_Shetland_Islands	CNX0373450	CNR0453728	/pub/CNSA/data5/CNP0001930/CNS0410519/CNX0373450/CNR0453728/	200107_SEQ091_DP800007331TR_L01_SP1912230349_R1.fq.gz	200107_SEQ091_DP800007331TR_L01_SP1912230349_R1.fq.gz.md5	200107_SEQ091_DP800007331TR_L01_SP1912230349_R2.fq.gz	200107_SEQ091_DP800007331TR_L01_SP1912230349_R2.fq.gz.md5
200107_SEQ092_DP800007332TR_L01_SP1912230349	CNP0001930	SSI11	South_Shetland_Islands	CNX0373450	CNR0453729	/pub/CNSA/data5/CNP0001930/CNS0410519/CNX0373450/CNR0453729/	200107_SEQ092_DP800007332TR_L01_SP1912230349_R1.fq.gz	200107_SEQ092_DP800007332TR_L01_SP1912230349_R1.fq.gz.md5	200107_SEQ092_DP800007332TR_L01_SP1912230349_R2.fq.gz	200107_SEQ092_DP800007332TR_L01_SP1912230349_R2.fq.gz.md5
200118_SEQ013_FP100000697BL_L01_SP1912230412	CNP0001930	SSI11	South_Shetland_Islands	CNX0373450	CNR0453730	/pub/CNSA/data5/CNP0001930/CNS0410519/CNX0373450/CNR0453730/	200118_SEQ013_FP100000697BL_L01_SP1912230412_R1.fq.gz	200118_SEQ013_FP100000697BL_L01_SP1912230412_R1.fq.gz.md5	200118_SEQ013_FP100000697BL_L01_SP1912230412_R2.fq.gz	200118_SEQ013_FP100000697BL_L01_SP1912230412_R2.fq.gz.md5
200118_SEQ013_FP100000697BL_L01_SP1912230475	CNP0001930	SSI11	South_Shetland_Islands	CNX0373450	CNR0453731	/pub/CNSA/data5/CNP0001930/CNS0410519/CNX0373450/CNR0453731/	200118_SEQ013_FP100000697BL_L01_SP1912230475_R1.fq.gz	200118_SEQ013_FP100000697BL_L01_SP1912230475_R1.fq.gz.md5	200118_SEQ013_FP100000697BL_L01_SP1912230475_R2.fq.gz	200118_SEQ013_FP100000697BL_L01_SP1912230475_R2.fq.gz.md5
200120_SEQ011_FP100000782BL_L01_SP1912230475	CNP0001930	SSI11	South_Shetland_Islands	CNX0373450	CNR0453732	/pub/CNSA/data5/CNP0001930/CNS0410519/CNX0373450/CNR0453732/	200120_SEQ011_FP100000782BL_L01_SP1912230475_R1.fq.gz	200120_SEQ011_FP100000782BL_L01_SP1912230475_R1.fq.gz.md5	200120_SEQ011_FP100000782BL_L01_SP1912230475_R2.fq.gz	200120_SEQ011_FP100000782BL_L01_SP1912230475_R2.fq.gz.md5
200120_SEQ012_FP100000779BL_L01_SP1912230412	CNP0001930	SSI11	South_Shetland_Islands	CNX0373450	CNR0453733	/pub/CNSA/data5/CNP0001930/CNS0410519/CNX0373450/CNR0453733/	200120_SEQ012_FP100000779BL_L01_SP1912230412_R1.fq.gz	200120_SEQ012_FP100000779BL_L01_SP1912230412_R1.fq.gz.md5	200120_SEQ012_FP100000779BL_L01_SP1912230412_R2.fq.gz	200120_SEQ012_FP100000779BL_L01_SP1912230412_R2.fq.gz.md5
200210_SEQ082_DP8400008559TR_L01_SP1912230475	CNP0001930	SSI11	South_Shetland_Islands	CNX0373450	CNR0453734	/pub/CNSA/data5/CNP0001930/CNS0410519/CNX0373450/CNR0453734/	200210_SEQ082_DP8400008559TR_L01_SP1912230475_R1.fq.gz	200210_SEQ082_DP8400008559TR_L01_SP1912230475_R1.fq.gz.md5	200210_SEQ082_DP8400008559TR_L01_SP1912230475_R2.fq.gz	200210_SEQ082_DP8400008559TR_L01_SP1912230475_R2.fq.gz.md5
200210_SEQ083_DP8400008435BR_L01_SP1912230412	CNP0001930	SSI11	South_Shetland_Islands	CNX0373450	CNR0453735	/pub/CNSA/data5/CNP0001930/CNS0410519/CNX0373450/CNR0453735/	200210_SEQ083_DP8400008435BR_L01_SP1912230412_R1.fq.gz	200210_SEQ083_DP8400008435BR_L01_SP1912230412_R1.fq.gz.md5	200210_SEQ083_DP8400008435BR_L01_SP1912230412_R2.fq.gz	200210_SEQ083_DP8400008435BR_L01_SP1912230412_R2.fq.gz.md5
200107_SEQ091_DP800007331TR_L01_SP1912230350	CNP0001930	SSI12	South_Shetland_Islands	CNX0373451	CNR0453736	/pub/CNSA/data5/CNP0001930/CNS0410520/CNX0373451/CNR0453736/	200107_SEQ091_DP800007331TR_L01_SP1912230350_R1.fq.gz	200107_SEQ091_DP800007331TR_L01_SP1912230350_R1.fq.gz.md5	200107_SEQ091_DP800007331TR_L01_SP1912230350_R2.fq.gz	200107_SEQ091_DP800007331TR_L01_SP1912230350_R2.fq.gz.md5
200107_SEQ092_DP800007332TR_L01_SP1912230350	CNP0001930	SSI12	South_Shetland_Islands	CNX0373451	CNR0453737	/pub/CNSA/data5/CNP0001930/CNS0410520/CNX0373451/CNR0453737/	200107_SEQ092_DP800007332TR_L01_SP1912230350_R1.fq.gz	200107_SEQ092_DP800007332TR_L01_SP1912230350_R1.fq.gz.md5	200107_SEQ092_DP800007332TR_L01_SP1912230350_R2.fq.gz	200107_SEQ092_DP800007332TR_L01_SP1912230350_R2.fq.gz.md5
200115_SEQ032_FP100000702BR_L01_SP1912230413	CNP0001930	SSI12	South_Shetland_Islands	CNX0373451	CNR0453738	/pub/CNSA/data5/CNP0001930/CNS0410520/CNX0373451/CNR0453738/	200115_SEQ032_FP100000702BR_L01_SP1912230413_R1.fq.gz	200115_SEQ032_FP100000702BR_L01_SP1912230413_R1.fq.gz.md5	200115_SEQ032_FP100000702BR_L01_SP1912230413_R2.fq.gz	200115_SEQ032_FP100000702BR_L01_SP1912230413_R2.fq.gz.md5
200115_SEQ034_FP100000734TR_L01_SP1912230476	CNP0001930	SSI12	South_Shetland_Islands	CNX0373451	CNR0453739	/pub/CNSA/data5/CNP0001930/CNS0410520/CNX0373451/CNR0453739/	200115_SEQ034_FP100000734TR_L01_SP1912230476_R1.fq.gz	200115_SEQ034_FP100000734TR_L01_SP1912230476_R1.fq.gz.md5	200115_SEQ034_FP100000734TR_L01_SP1912230476_R2.fq.gz	200115_SEQ034_FP100000734TR_L01_SP1912230476_R2.fq.gz.md5
200116_SEQ031_FP100000705BR_L01_SP1912230413	CNP0001930	SSI12	South_Shetland_Islands	CNX0373451	CNR0453740	/pub/CNSA/data5/CNP0001930/CNS0410520/CNX0373451/CNR0453740/	200116_SEQ031_FP100000705BR_L01_SP1912230413_R1.fq.gz	200116_SEQ031_FP100000705BR_L01_SP1912230413_R1.fq.gz.md5	200116_SEQ031_FP100000705BR_L01_SP1912230413_R2.fq.gz	200116_SEQ031_FP100000705BR_L01_SP1912230413_R2.fq.gz.md5
200210_SEQ083_DP8400008434BR_L01_SP1912230476	CNP0001930	SSI12	South_Shetland_Islands	CNX0373451	CNR0453741	/pub/CNSA/data5/CNP0001930/CNS0410520/CNX0373451/CNR0453741/	200210_SEQ083_DP8400008434BR_L01_SP1912230476_R1.fq.gz	200210_SEQ083_DP8400008434BR_L01_SP1912230476_R1.fq.gz.md5	200210_SEQ083_DP8400008434BR_L01_SP1912230476_R2.fq.gz	200210_SEQ083_DP8400008434BR_L01_SP1912230476_R2.fq.gz.md5
200213_SEQ115_DP8400008439BR_L01_SP1912230476	CNP0001930	SSI12	South_Shetland_Islands	CNX0373451	CNR0453742	/pub/CNSA/data5/CNP0001930/CNS0410520/CNX0373451/CNR0453742/	200213_SEQ115_DP8400008439BR_L01_SP1912230476_R1.fq.gz	200213_SEQ115_DP8400008439BR_L01_SP1912230476_R1.fq.gz.md5	200213_SEQ115_DP8400008439BR_L01_SP1912230476_R2.fq.gz	200213_SEQ115_DP8400008439BR_L01_SP1912230476_R2.fq.gz.md5
200221_SEQ062_DP8400008680BR_L01_SP1912230413	CNP0001930	SSI12	South_Shetland_Islands	CNX0373451	CNR0453743	/pub/CNSA/data5/CNP0001930/CNS0410520/CNX0373451/CNR0453743/	200221_SEQ062_DP8400008680BR_L01_SP1912230413_R1.fq.gz	200221_SEQ062_DP8400008680BR_L01_SP1912230413_R1.fq.gz.md5	200221_SEQ062_DP8400008680BR_L01_SP1912230413_R2.fq.gz	200221_SEQ062_DP8400008680BR_L01_SP1912230413_R2.fq.gz.md5
200221_SEQ115_DP8400008716TL_L01_SP1912230476	CNP0001930	SSI12	South_Shetland_Islands	CNX0373451	CNR0453744	/pub/CNSA/data5/CNP0001930/CNS0410520/CNX0373451/CNR0453744/	200221_SEQ115_DP8400008716TL_L01_SP1912230476_R1.fq.gz	200221_SEQ115_DP8400008716TL_L01_SP1912230476_R1.fq.gz.md5	200221_SEQ115_DP8400008716TL_L01_SP1912230476_R2.fq.gz	200221_SEQ115_DP8400008716TL_L01_SP1912230476_R2.fq.gz.md5
200107_SEQ091_DP800007331TR_L01_SP1912230351	CNP0001930	SSI13	South_Shetland_Islands	CNX0373452	CNR0453745	/pub/CNSA/data5/CNP0001930/CNS0410521/CNX0373452/CNR0453745/	200107_SEQ091_DP800007331TR_L01_SP1912230351_R1.fq.gz	200107_SEQ091_DP800007331TR_L01_SP1912230351_R1.fq.gz.md5	200107_SEQ091_DP800007331TR_L01_SP1912230351_R2.fq.gz	200107_SEQ091_DP800007331TR_L01_SP1912230351_R2.fq.gz.md5
200107_SEQ092_DP800007332TR_L01_SP1912230351	CNP0001930	SSI13	South_Shetland_Islands	CNX0373452	CNR0453746	/pub/CNSA/data5/CNP0001930/CNS0410521/CNX0373452/CNR0453746/	200107_SEQ092_DP800007332TR_L01_SP1912230351_R1.fq.gz	200107_SEQ092_DP800007332TR_L01_SP1912230351_R1.fq.gz.md5	200107_SEQ092_DP800007332TR_L01_SP1912230351_R2.fq.gz	200107_SEQ092_DP800007332TR_L01_SP1912230351_R2.fq.gz.md5
200112_SEQ081_DP800007474BR_L01_SP1912230414	CNP0001930	SSI13	South_Shetland_Islands	CNX0373452	CNR0453747	/pub/CNSA/data5/CNP0001930/CNS0410521/CNX0373452/CNR0453747/	200112_SEQ081_DP800007474BR_L01_SP1912230414_R1.fq.gz	200112_SEQ081_DP800007474BR_L01_SP1912230414_R1.fq.gz.md5	200112_SEQ081_DP800007474BR_L01_SP1912230414_R2.fq.gz	200112_SEQ081_DP800007474BR_L01_SP1912230414_R2.fq.gz.md5
200115_SEQ031_FP100000704BR_L01_SP1912230414	CNP0001930	SSI13	South_Shetland_Islands	CNX0373452	CNR0453748	/pub/CNSA/data5/CNP0001930/CNS0410521/CNX0373452/CNR0453748/	200115_SEQ031_FP100000704BR_L01_SP1912230414_R1.fq.gz	200115_SEQ031_FP100000704BR_L01_SP1912230414_R1.fq.gz.md5	200115_SEQ031_FP100000704BR_L01_SP1912230414_R2.fq.gz	200115_SEQ031_FP100000704BR_L01_SP1912230414_R2.fq.gz.md5
200120_SEQ011_FP100000782BL_L01_SP1912230477	CNP0001930	SSI13	South_Shetland_Islands	CNX0373452	CNR0453749	/pub/CNSA/data5/CNP0001930/CNS0410521/CNX0373452/CNR0453749/	200120_SEQ011_FP100000782BL_L01_SP1912230477_R1.fq.gz	200120_SEQ011_FP100000782BL_L01_SP1912230477_R1.fq.gz.md5	200120_SEQ011_FP100000782BL_L01_SP1912230477_R2.fq.gz	200120_SEQ011_FP100000782BL_L01_SP1912230477_R2.fq.gz.md5
200120_SEQ012_FP100000779BL_L01_SP1912230477	CNP0001930	SSI13	South_Shetland_Islands	CNX0373452	CNR0453750	/pub/CNSA/data5/CNP0001930/CNS0410521/CNX0373452/CNR0453750/	200120_SEQ012_FP100000779BL_L01_SP1912230477_R1.fq.gz	200120_SEQ012_FP100000779BL_L01_SP1912230477_R1.fq.gz.md5	200120_SEQ012_FP100000779BL_L01_SP1912230477_R2.fq.gz	200120_SEQ012_FP100000779BL_L01_SP1912230477_R2.fq.gz.md5
200107_SEQ092_DP800007332TR_L01_SP1912230352	CNP0001930	SSI14	South_Shetland_Islands	CNX0373453	CNR0453751	/pub/CNSA/data5/CNP0001930/CNS0410522/CNX0373453/CNR0453751/	200107_SEQ092_DP800007332TR_L01_SP1912230352_R1.fq.gz	200107_SEQ092_DP800007332TR_L01_SP1912230352_R1.fq.gz.md5	200107_SEQ092_DP800007332TR_L01_SP1912230352_R2.fq.gz	200107_SEQ092_DP800007332TR_L01_SP1912230352_R2.fq.gz.md5
200107_SEQ092_DP800007333TR_L01_SP1912230352	CNP0001930	SSI14	South_Shetland_Islands	CNX0373453	CNR0453752	/pub/CNSA/data5/CNP0001930/CNS0410522/CNX0373453/CNR0453752/	200107_SEQ092_DP800007333TR_L01_SP1912230352_R1.fq.gz	200107_SEQ092_DP800007333TR_L01_SP1912230352_R1.fq.gz.md5	200107_SEQ092_DP800007333TR_L01_SP1912230352_R2.fq.gz	200107_SEQ092_DP800007333TR_L01_SP1912230352_R2.fq.gz.md5
200112_SEQ081_DP800007474BR_L01_SP1912230415	CNP0001930	SSI14	South_Shetland_Islands	CNX0373453	CNR0453753	/pub/CNSA/data5/CNP0001930/CNS0410522/CNX0373453/CNR0453753/	200112_SEQ081_DP800007474BR_L01_SP1912230415_R1.fq.gz	200112_SEQ081_DP800007474BR_L01_SP1912230415_R1.fq.gz.md5	200112_SEQ081_DP800007474BR_L01_SP1912230415_R2.fq.gz	200112_SEQ081_DP800007474BR_L01_SP1912230415_R2.fq.gz.md5
200115_SEQ034_FP100000734TR_L01_SP1912230478	CNP0001930	SSI14	South_Shetland_Islands	CNX0373453	CNR0453754	/pub/CNSA/data5/CNP0001930/CNS0410522/CNX0373453/CNR0453754/	200115_SEQ034_FP100000734TR_L01_SP1912230478_R1.fq.gz	200115_SEQ034_FP100000734TR_L01_SP1912230478_R1.fq.gz.md5	200115_SEQ034_FP100000734TR_L01_SP1912230478_R2.fq.gz	200115_SEQ034_FP100000734TR_L01_SP1912230478_R2.fq.gz.md5
200116_SEQ031_FP100000705BR_L01_SP1912230415	CNP0001930	SSI14	South_Shetland_Islands	CNX0373453	CNR0453755	/pub/CNSA/data5/CNP0001930/CNS0410522/CNX0373453/CNR0453755/	200116_SEQ031_FP100000705BR_L01_SP1912230415_R1.fq.gz	200116_SEQ031_FP100000705BR_L01_SP1912230415_R1.fq.gz.md5	200116_SEQ031_FP100000705BR_L01_SP1912230415_R2.fq.gz	200116_SEQ031_FP100000705BR_L01_SP1912230415_R2.fq.gz.md5
200120_SEQ013_FP100000756TR_L01_SP1912230415	CNP0001930	SSI14	South_Shetland_Islands	CNX0373453	CNR0453756	/pub/CNSA/data5/CNP0001930/CNS0410522/CNX0373453/CNR0453756/	200120_SEQ013_FP100000756TR_L01_SP1912230415_R1.fq.gz	200120_SEQ013_FP100000756TR_L01_SP1912230415_R1.fq.gz.md5	200120_SEQ013_FP100000756TR_L01_SP1912230415_R2.fq.gz	200120_SEQ013_FP100000756TR_L01_SP1912230415_R2.fq.gz.md5
200210_SEQ083_DP8400008434BR_L01_SP1912230352	CNP0001930	SSI14	South_Shetland_Islands	CNX0373453	CNR0453757	/pub/CNSA/data5/CNP0001930/CNS0410522/CNX0373453/CNR0453757/	200210_SEQ083_DP8400008434BR_L01_SP1912230352_R1.fq.gz	200210_SEQ083_DP8400008434BR_L01_SP1912230352_R1.fq.gz.md5	200210_SEQ083_DP8400008434BR_L01_SP1912230352_R2.fq.gz	200210_SEQ083_DP8400008434BR_L01_SP1912230352_R2.fq.gz.md5
200213_SEQ055_DP8400008432BR_L01_SP1912230478	CNP0001930	SSI14	South_Shetland_Islands	CNX0373453	CNR0453758	/pub/CNSA/data5/CNP0001930/CNS0410522/CNX0373453/CNR0453758/	200213_SEQ055_DP8400008432BR_L01_SP1912230478_R1.fq.gz	200213_SEQ055_DP8400008432BR_L01_SP1912230478_R1.fq.gz.md5	200213_SEQ055_DP8400008432BR_L01_SP1912230478_R2.fq.gz	200213_SEQ055_DP8400008432BR_L01_SP1912230478_R2.fq.gz.md5
200107_SEQ092_DP800007332TR_L01_SP1912230353	CNP0001930	SSI15	South_Shetland_Islands	CNX0373454	CNR0453759	/pub/CNSA/data5/CNP0001930/CNS0410523/CNX0373454/CNR0453759/	200107_SEQ092_DP800007332TR_L01_SP1912230353_R1.fq.gz	200107_SEQ092_DP800007332TR_L01_SP1912230353_R1.fq.gz.md5	200107_SEQ092_DP800007332TR_L01_SP1912230353_R2.fq.gz	200107_SEQ092_DP800007332TR_L01_SP1912230353_R2.fq.gz.md5
200107_SEQ092_DP800007333TR_L01_SP1912230353	CNP0001930	SSI15	South_Shetland_Islands	CNX0373454	CNR0453760	/pub/CNSA/data5/CNP0001930/CNS0410523/CNX0373454/CNR0453760/	200107_SEQ092_DP800007333TR_L01_SP1912230353_R1.fq.gz	200107_SEQ092_DP800007333TR_L01_SP1912230353_R1.fq.gz.md5	200107_SEQ092_DP800007333TR_L01_SP1912230353_R2.fq.gz	200107_SEQ092_DP800007333TR_L01_SP1912230353_R2.fq.gz.md5
200115_SEQ031_FP100000704BR_L01_SP1912230416	CNP0001930	SSI15	South_Shetland_Islands	CNX0373454	CNR0453761	/pub/CNSA/data5/CNP0001930/CNS0410523/CNX0373454/CNR0453761/	200115_SEQ031_FP100000704BR_L01_SP1912230416_R1.fq.gz	200115_SEQ031_FP100000704BR_L01_SP1912230416_R1.fq.gz.md5	200115_SEQ031_FP100000704BR_L01_SP1912230416_R2.fq.gz	200115_SEQ031_FP100000704BR_L01_SP1912230416_R2.fq.gz.md5
200115_SEQ032_FP100000738TR_L01_SP1912230416	CNP0001930	SSI15	South_Shetland_Islands	CNX0373454	CNR0453762	/pub/CNSA/data5/CNP0001930/CNS0410523/CNX0373454/CNR0453762/	200115_SEQ032_FP100000738TR_L01_SP1912230416_R1.fq.gz	200115_SEQ032_FP100000738TR_L01_SP1912230416_R1.fq.gz.md5	200115_SEQ032_FP100000738TR_L01_SP1912230416_R2.fq.gz	200115_SEQ032_FP100000738TR_L01_SP1912230416_R2.fq.gz.md5
200118_SEQ011_FP100000736TR_L01_SP1912230479	CNP0001930	SSI15	South_Shetland_Islands	CNX0373454	CNR0453763	/pub/CNSA/data5/CNP0001930/CNS0410523/CNX0373454/CNR0453763/	200118_SEQ011_FP100000736TR_L01_SP1912230479_R1.fq.gz	200118_SEQ011_FP100000736TR_L01_SP1912230479_R1.fq.gz.md5	200118_SEQ011_FP100000736TR_L01_SP1912230479_R2.fq.gz	200118_SEQ011_FP100000736TR_L01_SP1912230479_R2.fq.gz.md5
200118_SEQ013_FP100000697BL_L01_SP1912230479	CNP0001930	SSI15	South_Shetland_Islands	CNX0373454	CNR0453764	/pub/CNSA/data5/CNP0001930/CNS0410523/CNX0373454/CNR0453764/	200118_SEQ013_FP100000697BL_L01_SP1912230479_R1.fq.gz	200118_SEQ013_FP100000697BL_L01_SP1912230479_R1.fq.gz.md5	200118_SEQ013_FP100000697BL_L01_SP1912230479_R2.fq.gz	200118_SEQ013_FP100000697BL_L01_SP1912230479_R2.fq.gz.md5
200217_SEQ113_DP8400008591BR_L01_SP1912230479	CNP0001930	SSI15	South_Shetland_Islands	CNX0373454	CNR0453765	/pub/CNSA/data5/CNP0001930/CNS0410523/CNX0373454/CNR0453765/	200217_SEQ113_DP8400008591BR_L01_SP1912230479_R1.fq.gz	200217_SEQ113_DP8400008591BR_L01_SP1912230479_R1.fq.gz.md5	200217_SEQ113_DP8400008591BR_L01_SP1912230479_R2.fq.gz	200217_SEQ113_DP8400008591BR_L01_SP1912230479_R2.fq.gz.md5
200221_SEQ062_DP8400008681BR_L01_SP1912230353	CNP0001930	SSI15	South_Shetland_Islands	CNX0373454	CNR0453766	/pub/CNSA/data5/CNP0001930/CNS0410523/CNX0373454/CNR0453766/	200221_SEQ062_DP8400008681BR_L01_SP1912230353_R1.fq.gz	200221_SEQ062_DP8400008681BR_L01_SP1912230353_R1.fq.gz.md5	200221_SEQ062_DP8400008681BR_L01_SP1912230353_R2.fq.gz	200221_SEQ062_DP8400008681BR_L01_SP1912230353_R2.fq.gz.md5
